Project Name,Year,Day,Month,Field Number,Bin Number,Species,Total Length (mm),Total Weight (g)
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Notemigonus crysoleucas,58,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Pomoxis nigromaculatus,177,117.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis gibbosus,66,4.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis gibbosus,47,1.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis gibbosus,42,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,79,8.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,42,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,36,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,40,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,36,0.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,40,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,40,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,45,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,40,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,37,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,37,0.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,37,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,38,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,42,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,43,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,50,1.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,42,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,44,1.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,38,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,48,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,40,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,41,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,42,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-002A,1,Lepomis macrochirus,45,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Amia ocellicauda,589,2060
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,79,9.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,188,139.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,95,15.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,92,12.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,121,82.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,94,13.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,42,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,116,30.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,83,9.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,47,2.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,48,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,47,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,50,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,56,2.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,35,0.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,36,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis macrochirus,41,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis gibbosus,52,2.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis gibbosus,51,2.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis gibbosus,43,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis gibbosus,45,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis gibbosus,50,2.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Lepomis gibbosus,43,1.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Micropterus nigricans,85,6.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-003A,1,Pomoxis nigromaculatus,155,47.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-004A,1,Amia ocellicauda,636,2230
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-004A,1,Amia ocellicauda,481,1010
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-004A,1,Amia ocellicauda,576,1660
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-004A,1,Amia ocellicauda,475,1000
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-004A,1,Ameiurus nebulosus,314,390
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Erimyzon sucetta,258,221.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Cyprinus carpio,518,1830
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Ameiurus nebulosus,314,330
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Lepomis gibbosus,177,132.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Pomoxis nigromaculatus,261,270
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Pomoxis nigromaculatus,199,124.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Lepomis macrochirus,169,103.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Lepomis macrochirus,142,58.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Lepomis macrochirus,195,163.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Lepomis macrochirus,158,79.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Lepomis macrochirus,44,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Lepomis macrochirus,155,77.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Notemigonus crysoleucas,63,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Notemigonus crysoleucas,57,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Notemigonus crysoleucas,68,2.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Notemigonus crysoleucas,57,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Notemigonus crysoleucas,57,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Notemigonus crysoleucas,60,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Notemigonus crysoleucas,60,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Notemigonus crysoleucas,57,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-210824-005A,1,Notemigonus crysoleucas,66,2.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-001A,1,Erimyzon sucetta,229,197.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-001A,1,Erimyzon sucetta,247,270
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-001A,1,Amia ocellicauda,547,1350
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-001A,1,Ameiurus melas,305,370
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-001A,1,Micropterus nigricans,237,170
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-001A,1,Lepomis gibbosus,150,63.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-001A,1,Lepomis gibbosus,130,44.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-001A,1,Lepomis gibbosus,156,86.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-001A,1,Lepomis gibbosus,166,99.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-001A,1,Lepomis macrochirus,185,140.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-001A,1,Lepomis macrochirus,196,161.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-002A,1,Erimyzon sucetta,190,92.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-002A,1,Amia ocellicauda,573,1590
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-002A,1,Lepomis gibbosus,117,27.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-002A,1,Lepomis gibbosus,165,88.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-002A,1,Lepomis gibbosus,48,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-002A,1,Lepomis gibbosus,44,1.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-002A,1,Notemigonus crysoleucas,58,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-002A,1,Notemigonus crysoleucas,55,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-002A,1,Lepomis macrochirus,93,12.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-002A,1,Lepomis macrochirus,41,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-002A,1,Lepomis macrochirus,51,2.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Erimyzon sucetta,54,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Erimyzon sucetta,59,2.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Erimyzon sucetta,66,3.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Amia ocellicauda,402,480
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,113,27
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,117,28
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,94,14.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,94,14.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,46,1.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,88,10.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,48,2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,82,9.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,42,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,84,9.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,52,2.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,42,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,45,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,44,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis gibbosus,44,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis macrochirus,102,18.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis macrochirus,97,15.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis macrochirus,97,14.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis macrochirus,37,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis macrochirus,49,1.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Lepomis macrochirus,46,1.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-003A,1,Notemigonus crysoleucas,120,15.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-004A,1,Amia ocellicauda,595,1750
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-004A,1,Lepomis gibbosus,76,6.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-004A,1,Lepomis gibbosus,40,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-004A,1,Notemigonus crysoleucas,55,1.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-004A,1,Notemigonus crysoleucas,59,1.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-004A,1,Notemigonus crysoleucas,59,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-004A,1,Notemigonus crysoleucas,52,1.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-004A,1,Lepomis macrochirus,80,7.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-004A,1,Lepomis macrochirus,74,7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Amia ocellicauda,456,840
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Amia ocellicauda,445,740
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Amia ocellicauda,487,950
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Amia ocellicauda,490,950
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Pomoxis nigromaculatus,206,162.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Pomoxis nigromaculatus,136,36.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Lepomis macrochirus,83,9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Lepomis macrochirus,78,8.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Lepomis macrochirus,74,7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Lepomis macrochirus,40,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Lepomis gibbosus,151,69.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Lepomis gibbosus,177,128.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Lepomis gibbosus,115,29.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Lepomis gibbosus,79,8.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Lepomis gibbosus,50,2.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Lepomis gibbosus,42,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-220824-005A,1,Erimyzon sucetta,-1,-1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-001A,1,Amia ocellicauda,362,400
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-001A,1,Pomoxis nigromaculatus,74,5.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-001A,1,Lepomis sp,55,2.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-001A,1,Lepomis gibbosus,50,2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-001A,1,Lepomis gibbosus,109,23
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-001A,1,Lepomis gibbosus,48,2.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-001A,1,Lepomis gibbosus,103,18.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-001A,1,Lepomis gibbosus,99,16.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-002A,1,No fish captured,-1,-1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-003A,1,Amia ocellicauda,452,910
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-003A,1,Lepomis sp,56,2.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-004A,1,Esox lucius,546,880
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-004A,1,Lepomis macrochirus,210,192.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-004A,1,Lepomis macrochirus,193,161.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-004A,1,Lepomis macrochirus,-1,-1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-004A,1,Lepomis gibbosus,137,47.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-004A,1,Lepomis gibbosus,197,167.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-004A,1,Lepomis gibbosus,42,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-004A,1,Lepomis gibbosus,182,131.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-004A,1,Amia ocellicauda,454,830
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-004A,1,Micropterus nigricans,253,200
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-005A,1,Micropterus nigricans,340,530
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-005A,1,Ameiurus nebulosus,321,490
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-005A,1,Amia ocellicauda,519,1220
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-005A,1,Amia ocellicauda,437,620
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-005A,1,Lepomis gibbosus,45,1.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-260824-005A,1,Lepomis macrochirus,44,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-001A,1,Micropterus nigricans,54,2.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-001A,1,Micropterus nigricans,67,3.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-001A,1,Lepomis gibbosus,115,28.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-001A,1,Lepomis gibbosus,121,32.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-001A,1,Lepomis gibbosus,90,9.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-001A,1,Lepomis gibbosus,77,7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-001A,1,Lepomis macrochirus,54,2.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-001A,1,Lepomis macrochirus,48,1.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-001A,1,Lepomis macrochirus,42,0.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-002A,1,Lepomis macrochirus,73,6.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-002A,1,Lepomis macrochirus,44,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-002A,1,Lepomis gibbosus,53,2.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Amia ocellicauda,523,1320
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Esox lucius,320,160
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Erimyzon sucetta,126,27.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Erimyzon sucetta,131,26.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Erimyzon sucetta,111,16.4
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Lepomis gibbosus,73,6.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Lepomis gibbosus,182,125
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Lepomis gibbosus,87,10.7
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Lepomis gibbosus,125,37
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Lepomis gibbosus,130,37.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Lepomis gibbosus,145,55.8
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Lepomis gibbosus,118,29.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Lepomis gibbosus,125,34.5
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Lepomis gibbosus,114,25.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Lepomis gibbosus,123,33.1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-270824-003A,1,Lepomis gibbosus,96,16.1
